id,id_produto,tipo,temperatura_ar,temperatura_processo,umidade_relativa,velocidade_rotacional,torque,desgaste_da_ferramenta,falha_maquina,FDF (Falha Desgaste Ferramenta),FDC (Falha Dissipacao Calor),FP (Falha Potencia),FTE (Falha Tensao Excessiva),FA (Falha Aleatoria)
7604,L48330,L,297.1,307.9,90.0,1456.0,50.0,166.0,Não,False,False,Não,False,não
7605,L50018,L,300.3,309.3,90.0,1478.0,39.5,180.0,não,False,False,Não,False,Não
7606,M20809,M,-36.0,310.8,90.0,1506.0,44.0,-202.0,Não,False,False,não,False,Não
7607,L55488,L,298.7,,90.0,1401.0,45.3,67.0,não,False,False,Não,False,Não
7608,L56112,L,297.4,308.4,90.0,-161.0,43.6,4.0,Não,False,False,não,False,Não
7609,M24648,M,298.5,309.5,90.0,1535.0,39.8,87.0,Não,False,False,Não,False,não
7610,H34591,H,304.0,313.1,90.0,1388.0,53.2,91.0,não,False,False,Não,False,Não
7611,L48010,L,296.6,307.4,90.0,1631.0,35.0,168.0,Não,False,False,não,False,Não
7612,M23171,M,298.8,310.0,90.0,1295.0,52.7,74.0,não,False,nao,Não,False,Não
7613,H34166,H,303.3,-38.0,90.0,1502.0,,,Não,False,False,Não,False,não
7614,M24710,M,298.5,309.3,90.0,1498.0,34.6,46.0,0,False,False,Não,False,Não
7615,L47815,L,298.3,310.0,90.0,1858.0,23.9,114.0,Não,False,False,não,False,não
7616,L51645,L,302.8,310.6,90.0,1404.0,43.2,203.0,Não,False,False,Não,False,não
7617,M21659,M,301.1,310.7,90.0,2636.0,12.2,100.0,Sim,N,False,Sim,False,Não
7618,H37401,H,301.0,312.2,90.0,1489.0,40.3,117.0,não,False,False,Não,False,Não
7619,L54259,L,300.7,310.5,90.0,1445.0,41.1,-202.0,Não,False,False,Não,False,Não
7620,L54146,L,300.7,311.0,90.0,1969.0,20.7,109.0,Não,False,False,Não,False,Não
7621,L51322,L,301.7,310.1,90.0,1424.0,50.2,54.0,Não,False,False,Não,False,não
7622,L54207,L,300.6,310.6,90.0,1508.0,34.8,-202.0,Não,False,False,Não,False,não
7623,L56363,L,297.9,309.1,90.0,1543.0,36.6,-202.0,Não,False,False,Não,False,não
7624,L48056,L,295.7,306.3,90.0,1915.0,22.4,79.0,Não,False,False,não,False,não
7625,L52049,L,-36.0,312.4,90.0,1718.0,26.5,130.0,Não,False,False,não,False,Não
7626,L52495,L,303.6,312.8,90.0,1710.0,27.2,14.0,Não,False,False,Não,False,Não
7627,L52402,L,303.9,313.1,90.0,1665.0,,-202.0,Não,False,False,Não,False,Não
7628,L47184,L,-36.0,308.7,90.0,1408.0,40.0,9.0,não,False,False,Não,False,Não
7629,L50231,L,300.2,309.3,90.0,1366.0,49.3,59.0,não,False,False,Não,False,Não
7630,L52871,L,302.4,311.8,90.0,1320.0,56.4,100.0,Não,False,False,Não,False,não
7631,L50304,L,300.1,309.4,90.0,1568.0,39.7,42.0,Não,False,False,Não,False,Não
7632,L49671,L,299.1,308.9,90.0,1445.0,43.4,197.0,Não,False,False,Não,False,Não
7633,L51034,L,302.4,-38.0,90.0,1338.0,67.6,194.0,Sim,False,False,Sim,True,Não
7634,M19637,M,303.5,312.2,90.0,-161.0,23.6,109.0,Não,False,False,Não,False,Não
7635,L54689,L,300.6,311.9,90.0,1372.0,60.1,212.0,Sim,N,False,não,True,Não
7636,L53637,L,300.7,-38.0,90.0,1395.0,48.0,85.0,Não,False,False,Não,False,não
7637,H35707,H,301.0,310.4,90.0,1512.0,44.9,86.0,Não,False,False,Não,False,Não
7638,L48328,L,-36.0,308.0,90.0,1348.0,58.0,162.0,Não,False,0,Não,False,Não
7639,M15434,M,297.9,310.0,90.0,1439.0,41.7,-202.0,Não,False,False,não,False,Não
7640,M18629,M,302.2,-38.0,90.0,1436.0,47.0,-202.0,Não,False,False,Não,False,Não
7641,L51326,L,301.8,-38.0,90.0,1482.0,41.4,63.0,Não,False,nao,não,False,Não
7642,L48033,L,296.3,307.3,90.0,1444.0,49.0,13.0,não,False,False,Não,False,Não
7643,L53099,L,300.6,310.3,90.0,-161.0,50.6,-202.0,Não,False,False,Não,False,Não
7644,L56538,L,298.2,308.7,90.0,1407.0,45.1,49.0,Não,False,False,não,False,Não
7645,L53794,L,301.7,310.6,90.0,1660.0,28.7,66.0,Não,False,False,Não,False,Não
7646,L53182,L,300.5,310.3,90.0,-161.0,31.5,8.0,não,False,0,Não,False,não
7647,L56343,L,297.6,308.6,90.0,1415.0,47.3,169.0,Não,False,False,Não,False,não
7648,L51675,L,302.6,310.4,90.0,1359.0,57.2,67.0,Sim,False,True,Não,False,Não
7649,H37587,H,299.9,311.4,90.0,1497.0,37.0,162.0,Não,False,False,Não,False,não
7650,L53835,L,301.4,310.3,90.0,1639.0,32.7,-202.0,Não,False,False,Não,False,não
7651,M17228,M,-36.0,308.4,90.0,1468.0,42.2,83.0,Não,False,False,Não,False,não
7652,L51960,L,303.7,312.4,90.0,1404.0,46.6,-202.0,Não,False,False,não,False,Não
7653,M22852,M,-36.0,312.3,90.0,1852.0,25.9,131.0,Não,False,False,Não,False,Não
7654,M17810,M,300.7,309.5,90.0,1445.0,46.4,24.0,Não,False,False,Não,False,Não
7655,L52805,L,302.7,312.1,90.0,1728.0,24.4,146.0,não,False,False,Não,False,Não
7656,M21831,M,300.7,311.0,90.0,1559.0,42.8,121.0,não,False,False,Não,False,não
7657,M23576,M,297.1,308.6,90.0,1717.0,31.3,61.0,Não,False,False,não,False,Não
7658,L49021,L,297.7,307.2,90.0,1668.0,37.8,5.0,não,False,False,Não,False,Não
7659,L53166,L,300.6,310.7,90.0,1440.0,52.5,200.0,Não,False,False,Não,False,não
7660,H29951,H,297.4,309.3,90.0,1516.0,43.0,83.0,Não,False,False,Não,False,Não
7661,L49986,L,300.0,309.3,90.0,1364.0,41.2,104.0,Não,False,False,Não,False,Não
7662,L52981,L,301.5,310.8,90.0,1413.0,44.6,-202.0,Não,False,False,Não,False,não
7663,M20456,M,302.7,312.0,90.0,1538.0,36.7,74.0,não,False,False,Não,False,Não
7664,L54386,L,299.8,309.7,90.0,1457.0,51.9,89.0,Não,False,False,não,False,Não
7665,L54523,L,-36.0,310.2,90.0,1468.0,48.0,9.0,não,0,False,Não,False,Não
7666,M22420,M,300.3,311.3,90.0,1377.0,53.8,125.0,Não,False,False,não,False,Não
7667,M22956,M,-36.0,311.7,90.0,1555.0,37.4,169.0,Não,False,False,Não,False,Não
7668,L47964,L,296.7,307.9,90.0,1743.0,27.9,55.0,Não,False,False,Não,False,Não
7669,L48589,L,298.9,310.1,90.0,1466.0,42.5,,não,False,False,Não,False,Não
7670,L47334,L,298.4,308.2,90.0,1528.0,36.2,196.0,não,False,False,Não,False,Não
7671,L54986,L,300.0,-38.0,90.0,1349.0,48.6,113.0,não,False,False,Não,False,Não
7672,M17869,M,,309.7,90.0,1466.0,39.8,184.0,Não,False,False,Não,False,Não
7673,H31100,H,297.9,-38.0,90.0,1663.0,28.7,7.0,não,False,False,não,False,Não
7674,L51194,L,302.1,311.0,90.0,1740.0,30.8,182.0,não,False,False,N,False,não
7675,M22315,M,300.2,311.7,90.0,1597.0,39.5,68.0,Não,False,False,Não,False,não
7676,L51043,L,302.5,311.4,90.0,1674.0,27.0,223.0,não,False,False,Não,False,não
7677,L49913,L,299.7,309.2,90.0,1422.0,40.4,140.0,não,False,False,Não,False,Não
7678,L49075,L,297.9,-38.0,90.0,1344.0,54.3,151.0,Não,False,False,não,False,Não
7679,L52622,L,303.1,312.7,90.0,1353.0,51.8,97.0,não,False,False,não,False,Não
7680,M15429,M,,309.6,90.0,-161.0,35.2,173.0,Não,False,False,Não,False,Não
7681,L53889,L,301.4,310.6,90.0,1481.0,37.6,77.0,Não,False,False,Não,False,Não
7682,L53034,L,301.2,310.9,90.0,1416.0,53.3,-202.0,não,False,0,Não,False,Não
7683,L48996,L,298.1,307.6,90.0,1460.0,46.5,143.0,Não,False,False,Não,False,Não
7684,L55499,L,298.7,309.7,90.0,1393.0,45.7,99.0,Não,False,False,Não,False,Não
7685,L50574,L,-36.0,310.6,90.0,1405.0,42.3,-202.0,não,False,False,não,False,Não
7686,M18187,M,301.5,310.6,90.0,2432.0,14.2,126.0,Não,False,False,Não,False,Não
7687,M24842,M,298.7,308.4,90.0,1507.0,45.7,-202.0,Não,False,False,não,False,Não
7688,L53282,L,300.7,310.7,90.0,1442.0,43.2,49.0,não,False,False,0,False,não
7689,H32389,H,300.5,-38.0,90.0,1360.0,46.2,93.0,Não,False,False,Não,False,Não
7690,L48160,L,296.1,306.7,90.0,1409.0,42.8,134.0,não,False,False,Não,False,não
7691,L47370,L,298.2,308.4,90.0,1477.0,49.9,72.0,Não,False,False,Não,False,Não
7692,L56511,L,298.4,308.9,90.0,1496.0,37.9,194.0,Não,False,False,Não,False,Não
7693,L52268,L,304.0,313.1,90.0,1465.0,41.0,-202.0,Não,0,False,Não,False,não
7694,H30113,H,297.5,308.7,90.0,1416.0,39.2,74.0,não,False,False,não,False,Não
7695,L56939,L,-36.0,309.7,90.0,-161.0,36.7,0.0,não,N,False,não,False,Não
7696,L47786,L,297.9,309.8,90.0,-161.0,50.5,38.0,não,False,False,Não,False,Não
7697,L47481,L,297.7,308.4,90.0,1740.0,27.1,136.0,Não,False,False,não,False,Não
7698,L50600,L,301.6,310.6,90.0,1834.0,23.5,146.0,não,False,False,Não,False,Não
7699,L56984,L,298.4,309.1,90.0,1467.0,42.5,139.0,não,False,False,não,False,Não
7700,H30474,H,-36.0,307.9,90.0,1424.0,53.8,133.0,Não,False,False,Não,False,Não
7701,L50624,L,301.5,310.6,90.0,1381.0,50.7,206.0,Não,False,False,Não,False,Não
7702,M15929,M,296.9,307.8,90.0,-161.0,24.6,157.0,Não,False,False,Não,False,não
7703,L49385,L,299.9,309.2,90.0,-161.0,34.6,-202.0,Não,-,False,Não,False,não
7704,L56615,L,298.0,308.7,90.0,1443.0,49.3,52.0,Não,0,False,não,False,Não
7705,L54519,L,299.8,-38.0,90.0,,36.4,0.0,Não,False,False,não,False,não
7706,L55388,L,299.2,310.7,90.0,1477.0,44.0,19.0,não,False,False,não,False,Não
7707,L54859,L,300.7,311.7,90.0,1635.0,,,não,False,False,Não,False,Não
7708,L51822,L,-36.0,311.4,90.0,1238.0,54.6,226.0,sim,False,True,não,True,não
7709,L54863,L,300.7,311.7,90.0,1524.0,43.5,222.0,Não,False,False,não,False,não
7710,L56187,L,297.4,308.0,90.0,1383.0,46.2,188.0,Não,False,False,não,False,não
7711,M22856,M,301.0,312.2,90.0,1499.0,41.5,140.0,não,False,False,Não,False,Não
7712,L52780,L,302.8,-38.0,90.0,1487.0,36.6,84.0,Não,False,False,não,False,Não
7713,L56331,L,297.6,308.6,90.0,1553.0,40.5,135.0,Não,False,False,não,False,Não
7714,L54202,L,300.7,-38.0,90.0,1561.0,,-202.0,não,False,False,Não,False,não
7715,M19753,M,303.8,312.5,90.0,-161.0,44.3,195.0,Não,False,False,Não,False,não
7716,L47405,L,298.3,-38.0,90.0,1362.0,53.8,164.0,Não,False,False,Não,False,não
7717,L50534,L,301.6,-38.0,90.0,1559.0,40.2,191.0,Não,False,False,N,False,0
7718,M20755,M,301.2,310.9,90.0,1460.0,46.7,166.0,não,False,False,Não,False,não
7719,L55934,L,297.4,308.6,90.0,1635.0,30.5,159.0,Não,False,False,Não,False,Não
7720,L50616,L,301.5,310.5,90.0,1466.0,48.1,189.0,não,False,False,Não,False,0
7721,H31107,H,,307.5,90.0,1683.0,27.8,26.0,Não,False,False,Não,False,Não
7722,L54073,L,-36.0,-38.0,90.0,1470.0,43.4,133.0,não,False,False,Não,False,Não
7723,H30459,H,296.4,307.5,90.0,1403.0,52.8,94.0,Não,False,False,não,False,não
7724,H32860,H,301.6,310.6,90.0,1400.0,49.5,211.0,Não,False,False,não,False,Não
7725,L55230,L,-36.0,312.0,90.0,1401.0,51.1,50.0,não,False,False,Não,False,Não
7726,L56326,L,297.6,308.6,90.0,-161.0,40.0,123.0,Não,False,False,Não,False,não
7727,L57161,L,298.7,-38.0,90.0,1353.0,47.0,190.0,Não,False,False,Não,False,não
7728,L51915,L,303.2,311.5,90.0,1544.0,42.5,227.0,não,False,0,Não,False,não
7729,M19356,M,-36.0,310.4,90.0,1605.0,36.0,69.0,Não,False,False,Não,False,Não
7730,M16078,M,297.0,308.2,90.0,1702.0,30.7,124.0,Não,False,False,Não,False,não
7731,M20875,M,300.8,310.8,90.0,1520.0,38.0,45.0,não,0,False,Não,False,não
7732,L56899,L,298.9,-38.0,90.0,1309.0,56.2,119.0,Não,False,False,Não,False,Não
7733,M18847,M,302.3,311.3,90.0,1444.0,43.1,115.0,Não,False,0,Não,False,Não
7734,L52091,L,303.5,312.3,90.0,-161.0,29.8,25.0,Não,False,False,não,False,não
7735,L56672,L,299.1,309.9,90.0,1586.0,36.6,215.0,Não,False,False,Não,False,não
7736,L51673,L,302.7,310.5,90.0,1511.0,37.7,60.0,não,False,False,Não,False,Não
7737,M21804,M,300.7,311.3,90.0,1487.0,39.8,,não,False,False,não,False,Não
7738,L52879,L,302.4,311.9,90.0,1867.0,25.9,121.0,não,False,False,Não,False,Não
7739,L55532,L,298.6,309.6,90.0,1491.0,36.9,192.0,Não,False,False,Não,False,não
7740,H30370,H,,306.2,90.0,1632.0,32.2,76.0,Não,False,False,Não,False,não
7741,L50049,L,300.8,309.7,90.0,1519.0,35.8,14.0,não,False,False,Não,False,não
7742,H33847,H,302.4,310.2,90.0,1435.0,44.9,-202.0,Não,False,False,Não,False,não
7743,L52153,L,-36.0,312.7,90.0,1461.0,38.2,188.0,não,False,False,não,False,não
7744,L50141,L,300.6,309.4,90.0,1654.0,32.8,57.0,não,False,False,Não,False,Não
7745,L49380,L,299.8,309.1,90.0,1546.0,35.6,-202.0,Não,False,False,não,False,não
7746,L47278,L,298.9,308.8,90.0,1529.0,32.7,53.0,não,False,False,Não,False,Não
7747,L57029,L,298.6,309.4,90.0,2312.0,15.5,44.0,não,False,False,Não,False,não
7748,M17417,M,299.4,309.1,90.0,1440.0,50.0,134.0,Não,False,False,Não,False,Não
7749,M23305,M,298.6,310.0,90.0,1541.0,36.9,-202.0,Não,False,False,não,False,Não
7750,M19059,M,302.5,-38.0,90.0,1638.0,32.0,198.0,não,False,False,não,False,não
7751,L56817,L,-36.0,310.3,90.0,1463.0,38.9,160.0,Não,False,False,não,False,não
7752,H34953,H,302.3,311.7,90.0,1482.0,39.0,127.0,Não,False,False,Não,False,Não
7753,L48828,L,297.9,307.8,90.0,1373.0,50.2,130.0,não,False,False,Não,False,não
7754,L53377,L,300.9,-38.0,90.0,1493.0,,57.0,Não,False,False,Não,False,Não
7755,H35709,H,-36.0,310.6,90.0,1782.0,24.9,93.0,não,False,0,não,False,Não
7756,H33913,H,302.6,-38.0,90.0,1721.0,27.4,79.0,não,False,False,Não,False,não
7757,L48334,L,,307.9,90.0,-161.0,29.9,177.0,não,False,False,Não,False,Não
7758,L49435,L,299.1,308.3,90.0,1559.0,33.7,30.0,Não,N,False,não,False,Não
7759,M18030,M,300.4,309.7,90.0,1685.0,32.3,167.0,Não,False,False,Não,False,não
7760,M22260,M,299.6,310.6,90.0,1633.0,34.2,151.0,Não,False,False,Não,False,Não
7761,L54338,L,300.2,310.0,90.0,1389.0,53.6,,Não,False,False,não,False,não
7762,L50288,L,-36.0,309.2,90.0,1504.0,38.7,212.0,Não,False,False,Não,False,0
7763,L51728,L,302.6,310.5,90.0,1511.0,37.2,197.0,Não,False,False,Não,False,não
7764,L52603,L,302.6,312.3,90.0,1647.0,31.8,52.0,não,False,False,Não,False,não
7765,M16909,M,299.3,309.2,90.0,-161.0,,-202.0,Não,False,False,não,False,Não
7766,L56388,L,298.0,-38.0,90.0,1406.0,40.9,77.0,não,False,False,não,False,Não
7767,H38229,H,297.3,308.5,90.0,1435.0,55.0,104.0,Não,False,False,Não,False,Não
7768,M24657,M,298.4,309.2,90.0,1597.0,33.5,116.0,não,False,False,0,False,Não
7769,M15122,M,298.1,308.2,90.0,1736.0,26.8,27.0,não,False,False,não,False,Não
7770,L51241,L,301.9,310.8,90.0,1906.0,21.7,62.0,Não,False,False,não,False,não
7771,M20394,M,302.3,-38.0,90.0,1494.0,37.1,114.0,não,False,False,não,False,Não
7772,M21476,M,301.7,310.6,90.0,1380.0,45.8,70.0,não,False,False,Não,False,Não
7773,L55300,L,300.2,311.6,90.0,1767.0,26.4,20.0,Não,False,0,Não,False,Não
7774,L55335,L,299.5,310.8,90.0,1283.0,52.4,112.0,não,False,False,não,False,Não
7775,H31216,H,-36.0,307.6,90.0,1496.0,44.1,104.0,Não,False,False,Não,False,não
7776,L51916,L,303.2,311.5,90.0,1513.0,37.9,0.0,Não,False,False,Não,False,não
7777,L49565,L,299.1,308.3,90.0,1524.0,34.1,128.0,não,False,False,não,False,não
7778,M21554,M,301.7,310.9,90.0,1300.0,62.7,36.0,Não,False,False,não,False,não
7779,L52939,L,-36.0,311.3,90.0,1551.0,35.8,61.0,não,False,False,Não,False,Não
7780,M16819,M,,307.6,90.0,1352.0,49.4,102.0,Não,False,False,Não,False,Não
7781,M17836,M,300.5,-38.0,90.0,1881.0,25.5,98.0,Não,False,False,Não,False,não
7782,L55860,L,297.2,308.5,90.0,1494.0,39.6,181.0,não,False,False,Não,False,Não
7783,L49023,L,297.6,307.1,90.0,1496.0,39.2,12.0,não,False,False,Não,False,não
7784,M16594,M,298.5,308.1,90.0,1501.0,39.2,-202.0,não,False,False,não,False,Não
7785,M17771,M,-36.0,309.5,90.0,1352.0,44.0,126.0,não,False,False,não,False,não
7786,L55518,L,298.8,-38.0,90.0,1740.0,28.5,152.0,Não,False,nao,não,False,não
7787,L49166,L,298.1,307.6,90.0,1498.0,42.9,171.0,Não,False,False,Não,False,Não
7788,L56741,L,299.6,310.9,90.0,1853.0,26.3,-202.0,não,False,False,não,False,Não
7789,M21406,M,301.4,310.8,90.0,1530.0,39.9,107.0,Não,False,False,não,False,Não
7790,L54278,L,300.7,310.2,90.0,1642.0,32.6,26.0,Não,N,False,não,False,não
7791,L49991,L,299.9,309.2,90.0,1761.0,25.6,115.0,Não,False,False,Não,False,Não
7792,L47839,L,-36.0,309.1,90.0,1449.0,49.1,174.0,0,False,False,Não,False,Não
7793,M17371,M,,308.9,91.97228610965672,1526.0,41.1,20.0,não,False,False,Não,False,Não
7794,L51462,L,301.9,309.9,90.0,1374.0,48.5,180.0,Sim,False,True,não,False,não
7795,L56519,L,298.5,-38.0,90.0,1458.0,44.8,217.0,não,False,False,Não,False,Não
7796,L55980,L,297.4,308.5,90.0,1475.0,47.2,69.0,Não,False,False,0,False,não
7797,M21147,M,301.1,310.6,90.0,1479.0,41.1,72.0,Não,False,False,não,False,não
7798,M16790,M,298.1,307.9,90.0,1569.0,37.0,29.0,não,False,False,Não,False,Não
7799,L54305,L,300.7,310.1,90.0,1261.0,56.6,98.0,Não,False,False,não,False,Não
7800,M15057,M,298.4,308.6,90.0,1527.0,40.9,96.0,não,False,False,Não,False,Não
7801,L54957,L,300.3,311.5,90.0,1695.0,25.6,43.0,Não,False,False,não,False,Não
7802,L50111,L,300.8,309.7,90.0,1373.0,45.4,179.0,Não,False,False,não,False,Não
7803,L55184,L,300.9,312.0,90.0,1533.0,44.0,162.0,Não,False,False,0,False,Não
7804,M17187,M,299.3,308.7,90.0,1420.0,50.3,208.0,não,False,False,não,False,Não
7805,M19249,M,302.1,310.0,90.0,1355.0,45.1,6.0,Sim,False,True,Não,False,Não
7806,M23818,M,297.4,308.1,90.0,1734.0,27.7,70.0,Não,False,False,não,False,Não
7807,M19078,M,302.0,310.6,90.0,1479.0,40.5,24.0,não,False,False,Não,False,não
7808,M15062,M,298.4,308.5,90.0,1636.0,35.7,107.0,não,False,False,Não,False,Não
7809,L50690,L,301.7,311.0,90.0,-161.0,42.6,164.0,não,False,False,Não,False,Não
7810,M19791,M,303.3,312.1,90.0,1693.0,30.0,80.0,não,False,False,Não,False,Não
7811,L52715,L,302.3,311.7,90.0,1465.0,43.5,,Não,False,False,Não,False,Não
7812,M20651,M,301.8,311.3,90.0,1542.0,40.1,142.0,Não,False,False,Não,False,Não
7813,L48887,L,298.2,307.8,90.0,1439.0,41.6,62.0,não,False,False,não,False,Não
7814,L52352,L,304.2,313.4,90.0,-161.0,28.2,78.0,Não,False,False,não,False,Não
7815,M20109,M,303.4,312.9,90.0,1422.0,39.9,63.0,Não,False,False,não,False,Não
7816,L53708,L,301.2,310.5,90.0,1546.0,40.0,-202.0,não,False,False,Não,False,Não
7817,H39262,H,298.5,309.2,90.0,1568.0,40.6,39.0,Não,False,False,Não,False,não
7818,M20715,M,301.2,310.9,90.0,1424.0,45.2,68.0,0,False,False,0,False,não
7819,L55344,L,299.6,310.9,90.0,1472.0,40.9,137.0,Não,False,False,Não,False,não
7820,M15714,M,296.3,307.3,90.0,1498.0,41.6,15.0,Não,False,False,não,False,Não
7821,M19597,M,303.2,311.5,90.0,1336.0,58.2,2.0,sim,-,True,Não,False,Não
7822,L47878,L,297.6,308.8,90.0,1539.0,40.2,72.0,Não,False,False,N,False,não
7823,L50876,L,302.1,311.2,90.0,1454.0,46.8,0.0,Não,False,False,Não,False,Não
7824,L48816,L,297.9,307.8,90.0,1505.0,37.3,100.0,não,False,False,Não,False,Não
7825,L54460,L,299.9,310.2,90.0,1288.0,69.6,62.0,Sim,False,False,sim,False,não
7826,M22414,M,300.3,311.4,90.0,1371.0,50.2,109.0,não,False,False,Não,False,não
7827,M18441,M,301.8,310.6,90.0,1459.0,40.2,128.0,não,0,False,não,False,não
7828,M16151,M,,309.7,90.0,1675.0,28.4,115.0,não,False,False,Não,False,0
7829,M21445,M,301.5,310.5,90.0,1600.0,32.8,205.0,Não,False,False,não,False,Não
7830,L49033,L,297.6,307.2,90.0,1486.0,40.6,42.0,Não,False,False,Não,False,Não
7831,L52412,L,-36.0,312.9,90.0,1381.0,57.8,27.0,não,False,False,Não,False,Não
7832,L50943,L,302.3,311.0,90.0,,47.9,174.0,0,False,False,Não,False,Não
7833,L50484,L,301.2,310.3,90.0,,45.7,76.0,não,False,False,Não,False,Não
7834,H30909,H,297.9,308.5,90.0,1383.0,44.6,184.0,Não,False,False,não,False,não
7835,L55174,L,301.0,312.3,90.0,1424.0,43.5,136.0,Não,False,False,Não,False,Não
7836,H31412,H,298.3,308.0,90.0,1637.0,30.8,2.0,não,False,False,Não,False,Não
7837,L47843,L,297.5,308.9,90.0,-161.0,44.0,185.0,Não,False,False,Não,False,Não
7838,L50928,L,302.5,,90.0,1493.0,39.0,137.0,não,False,False,Não,False,Não
7839,M19273,M,302.7,310.5,90.0,1398.0,47.3,70.0,Não,False,False,não,False,Não
7840,M20390,M,-36.0,311.8,90.0,1355.0,50.1,-202.0,não,False,False,não,False,Não
7841,H34989,H,302.4,312.0,90.0,1477.0,39.7,18.0,Não,False,False,Não,False,não
7842,L56081,L,297.3,308.6,90.0,1446.0,50.1,144.0,não,False,False,Não,False,Não
7843,L54706,L,300.1,311.4,90.0,1660.0,31.4,38.0,não,False,False,Não,False,Não
7844,M24334,M,298.7,309.6,90.0,1455.0,46.8,162.0,não,False,False,não,False,Não
7845,M20724,M,301.4,311.0,90.0,1486.0,36.5,91.0,N,False,False,Não,False,não
7846,L53956,L,301.3,310.6,90.0,1451.0,47.5,42.0,não,False,False,Não,False,0
7847,L48486,L,298.8,310.0,90.0,1487.0,41.4,152.0,não,False,False,Não,False,Não
7848,M22252,M,299.7,310.5,90.0,1492.0,39.3,-202.0,Não,False,False,0,False,Não
7849,L52772,L,302.5,311.9,90.0,-161.0,46.7,65.0,não,False,False,Não,False,não
7850,L56901,L,,309.8,90.0,1490.0,40.6,124.0,não,False,False,0,False,não
7851,M16523,M,298.1,307.9,90.0,1759.0,28.6,176.0,não,False,False,Não,False,Não
7852,H34864,H,303.1,312.8,90.0,1435.0,41.9,115.0,não,False,False,Não,False,não
7853,M24814,M,298.1,307.9,90.0,1446.0,42.8,121.0,não,False,False,N,False,não
7854,L50807,L,302.2,311.5,90.0,1588.0,30.6,39.0,não,False,False,não,False,não
7855,M17553,M,300.1,309.6,90.0,1622.0,36.1,43.0,não,False,False,não,False,não
7856,L56969,L,298.6,309.6,90.0,1715.0,28.4,90.0,Não,False,False,não,False,Não
7857,M20775,M,300.6,310.2,90.0,-161.0,38.7,16.0,Não,False,False,Não,False,Não
7858,M18017,M,300.4,309.7,90.0,,42.2,133.0,não,False,False,Não,False,Não
7859,L53848,L,301.4,-38.0,90.0,1476.0,39.2,206.0,Não,False,False,não,False,não
7860,M15919,M,296.7,307.9,90.0,1874.0,21.3,130.0,Não,False,False,Não,False,Não
7861,L51816,L,303.0,311.3,90.0,1466.0,43.0,210.0,Não,False,False,não,False,Não
7862,L50422,L,300.9,309.6,90.0,1384.0,42.4,131.0,Não,False,False,Não,False,não
7863,L48858,L,298.0,307.5,90.0,,32.8,215.0,Não,False,False,não,False,Não
7864,L54072,L,301.0,311.6,90.0,1440.0,43.3,-202.0,Não,False,False,Não,False,Não
7865,L53554,L,300.0,309.5,90.0,1506.0,38.8,87.0,Não,False,False,Não,False,Não
7866,L54754,L,300.4,311.1,90.0,1487.0,37.4,162.0,Não,False,False,Não,False,não
7867,M16617,M,298.1,307.4,90.0,1335.0,56.2,190.0,não,False,False,Não,False,não
7868,L53199,L,300.7,310.8,90.0,1519.0,43.9,55.0,Não,False,False,não,False,Não
7869,L52296,L,304.2,313.8,90.0,1401.0,53.9,142.0,Não,N,False,Não,False,Não
7870,M23615,M,297.4,308.7,90.0,1582.0,31.9,161.0,Não,False,False,Não,False,não
7871,L54588,L,299.9,310.9,90.0,1292.0,51.1,173.0,Não,False,False,Não,False,não
7872,L49970,L,300.4,309.6,90.0,1356.0,45.9,64.0,não,False,False,não,False,Não
7873,L48043,L,296.0,-38.0,90.0,1416.0,44.2,46.0,não,False,False,Não,False,Não
7874,L55038,L,300.5,311.9,90.0,1350.0,51.7,,Não,False,0,não,False,não
7875,M16344,M,298.0,309.0,90.0,1562.0,39.2,155.0,não,False,False,Não,False,não
7876,L54215,L,300.6,310.6,90.0,1497.0,38.2,-202.0,Não,0,False,Não,False,não
7877,L54901,L,300.5,311.6,90.0,1425.0,42.4,102.0,Não,False,False,não,False,Não
7878,L53157,L,300.6,310.7,90.0,1750.0,30.6,171.0,Não,False,False,Não,False,Não
7879,L52314,L,304.1,313.3,90.0,1438.0,45.5,-202.0,não,False,False,Não,False,Não
7880,L47386,L,-36.0,308.7,90.0,1609.0,35.3,117.0,Não,False,False,Não,False,Não
7881,M19348,M,,310.4,90.0,1509.0,37.6,45.0,Não,False,False,Não,False,Não
7882,L54118,L,300.7,311.2,90.0,-161.0,44.4,-202.0,não,False,False,Não,False,Não
7883,L56242,L,297.2,308.3,90.0,1576.0,35.3,113.0,Não,False,False,Não,False,0
7884,L54090,L,300.8,-38.0,90.0,1434.0,45.6,174.0,Não,False,False,Não,False,Não
7885,L47682,L,297.6,309.2,90.0,1390.0,43.3,221.0,Não,False,False,não,False,não
7886,M22245,M,-36.0,310.5,90.0,1375.0,53.9,110.0,não,False,False,N,False,0
7887,L48208,L,296.3,307.4,90.0,1472.0,39.9,-202.0,Não,False,False,Não,False,Não
7888,L51020,L,302.4,311.0,90.0,1610.0,33.1,161.0,não,False,False,Não,False,não
7889,H37524,H,300.3,311.8,90.0,2141.0,18.5,204.0,não,False,False,Não,False,não
7890,M19916,M,303.9,312.9,90.0,1430.0,53.5,189.0,Não,False,False,Não,False,Não
7891,L56942,L,298.6,309.7,90.0,1925.0,22.1,7.0,Não,False,False,Não,False,não
7892,L55334,L,299.6,310.7,90.0,1393.0,,110.0,Não,False,False,não,False,não
